pde_loss,bc_loss,total_loss
4.765807151794434,24.734554290771484,252.11135864257812
3.1525070667266846,5.463637828826904,57.78888702392578
2.4949491024017334,1.3320343494415283,15.815292358398438
1.7459264993667603,0.5268973112106323,7.014899730682373
1.3735073804855347,0.24342355132102966,3.8077430725097656
1.1514133214950562,0.3267436623573303,4.418849945068359
0.9104213714599609,0.2644065022468567,3.5544862747192383
0.7461279034614563,0.15638238191604614,2.3099517822265625
0.6461471915245056,0.18671914935112,2.513338804244995
0.5455326437950134,0.17352864146232605,2.2808191776275635
0.49104222655296326,0.10230989009141922,1.5141412019729614
0.5654054284095764,0.08942493051290512,1.4596548080444336
0.6422483325004578,0.09137624502182007,1.5560107231140137
0.5664324760437012,0.04387034475803375,1.0051358938217163
0.395658940076828,0.047512613236904144,0.870785117149353
0.29504409432411194,0.06513070315122604,0.946351170539856
0.23820090293884277,0.04585522413253784,0.6967531442642212
0.2198764532804489,0.039642103016376495,0.6162974834442139
0.2039950042963028,0.048459261655807495,0.6885876059532166
0.17110788822174072,0.039882052689790726,0.5699284076690674
0.14968271553516388,0.03894646465778351,0.5391473770141602
0.14760026335716248,0.031216509640216827,0.45976534485816956
0.1774071604013443,0.02574996091425419,0.4349067807197571
0.19020725786685944,0.029313819482922554,0.4833454489707947
0.1742616891860962,0.018801646307110786,0.36227816343307495
0.13268090784549713,0.025546392425894737,0.388144850730896
0.11035294085741043,0.033708930015563965,0.4474422335624695
0.11199863255023956,0.023803628981113434,0.3500349223613739
0.13722431659698486,0.017534341663122177,0.31256774067878723
0.14790204167366028,0.019018525257706642,0.3380872905254364
0.13667930662631989,0.016133304685354233,0.298012375831604
0.12136419862508774,0.016562556847929955,0.2869897782802582
0.11233086884021759,0.015345839783549309,0.265789270401001
0.11457335203886032,0.015333886258304119,0.26791220903396606
0.11293049156665802,0.018406467512249947,0.2969951629638672
0.1038094162940979,0.012386031448841095,0.22766973078250885
0.097352534532547,0.022169481962919235,0.31904736161231995
0.09406708180904388,0.02569456957280636,0.3510127663612366
0.09898518025875092,0.019705817103385925,0.296043336391449
0.11075573414564133,0.008569241501390934,0.19644814729690552
0.11413387209177017,0.03221530839800835,0.43628695607185364
0.10933839529752731,0.03364895284175873,0.4458279311656952
0.09761746227741241,0.009992951527237892,0.19754697382450104
0.0862869843840599,0.021362632513046265,0.29991331696510315
0.08025993406772614,0.022140584886074066,0.3016657829284668
0.08077186346054077,0.018232401460409164,0.263095885515213
0.08583995699882507,0.012608004733920097,0.21192000806331635
0.09136602282524109,0.015547250397503376,0.2468385249376297
0.0885496735572815,0.0166512168943882,0.2550618350505829
0.07892125844955444,0.0072445678524672985,0.1513669341802597
