pde_loss,bc_loss,total_loss
6.069665431976318,10.507083892822266,111.1405029296875
2.831867218017578,2.648677110671997,29.31863784790039
2.767709970474243,1.0428515672683716,13.1962251663208
2.6105873584747314,0.45566415786743164,7.167228698730469
2.2582175731658936,0.6498900651931763,8.757118225097656
1.9074410200119019,0.406471848487854,5.972159385681152
1.705653429031372,0.3484030067920685,5.189683437347412
1.3845967054367065,0.3516465425491333,4.90106201171875
1.042536973953247,0.24649302661418915,3.507467269897461
0.786891520023346,0.24705979228019714,3.2574894428253174
0.6008757948875427,0.2509724497795105,3.110600471496582
0.44533517956733704,0.19231611490249634,2.3684964179992676
0.34262415766716003,0.14580704271793365,1.8006945848464966
0.2933679223060608,0.11272597312927246,1.4206275939941406
0.2457139790058136,0.09661878645420074,1.2119017839431763
0.19951054453849792,0.07237821817398071,0.9232927560806274
0.18433809280395508,0.04074477404356003,0.5917858481407166
0.2177017331123352,0.0637807697057724,0.8555094599723816
0.23159369826316833,0.07148230075836182,0.9464167356491089
0.19345931708812714,0.056682437658309937,0.7602837085723877
0.14262305200099945,0.03316199779510498,0.47424304485321045
0.11523806303739548,0.04074091464281082,0.5226472020149231
0.09845788776874542,0.044092368334531784,0.5393815636634827
0.08864837884902954,0.03583860024809837,0.44703438878059387
0.08612048625946045,0.03840373083949089,0.47015780210494995
0.07808534801006317,0.039193540811538696,0.47002077102661133
0.0664370134472847,0.03736162185668945,0.44005322456359863
0.06823734939098358,0.02571878395974636,0.3254252076148987
0.08723133057355881,0.02512224204838276,0.3384537696838379
0.10842888802289963,0.02311236411333084,0.33955252170562744
0.11434313654899597,0.0225357748568058,0.3397008776664734
0.11117196828126907,0.017565639689564705,0.2868283689022064
0.10689105838537216,0.02043773978948593,0.3112684488296509
0.098896324634552,0.022430814802646637,0.3232044577598572
0.09109887480735779,0.010782078839838505,0.1989196538925171
0.08695654571056366,0.021639805287122726,0.3033546209335327
0.08065715432167053,0.022229837253689766,0.3029555082321167
0.06883767247200012,0.02289264276623726,0.2977640926837921
0.061511725187301636,0.015546274371445179,0.21697446703910828
0.06475044041872025,0.016671590507030487,0.2314663529396057
0.07037089765071869,0.01351090706884861,0.2054799646139145
0.07530032098293304,0.00935523584485054,0.16885268688201904
0.08172795921564102,0.018689746037125587,0.268625408411026
0.08730611205101013,0.017707020044326782,0.26437631249427795
0.0846167579293251,0.015648983418941498,0.24110659956932068
0.0764668881893158,0.014089798554778099,0.21736487746238708
0.06932675838470459,0.012182805687189102,0.19115480780601501
0.06527572870254517,0.01893061026930809,0.25458183884620667
